,player_name,season,market_value
16771,Marko Rog,2017,"8,00 Mio. €"
16772,Zinédine Machach,2017,900 Tsd. €
16773,Emanuele Giaccherini,2017,"1,00 Mio. €"
16774,Gianluca Gaetano,2017,-
16775,Lorenzo Insigne,2017,"60,00 Mio. €"
16776,Leandrinho,2017,600 Tsd. €
16777,Raffaele Russo,2017,50 Tsd. €
16778,José Callejón,2017,"24,00 Mio. €"
16779,Adam Ounas,2017,"4,50 Mio. €"
16780,Dries Mertens,2017,"30,00 Mio. €"
16781,Ciro Palmieri,2017,-
16782,Duván Zapata,2017,"20,00 Mio. €"
16783,Arkadiusz Milik,2017,"20,00 Mio. €"
16784,Leonardo Pavoletti,2017,"9,00 Mio. €"
16785,Nícolas,2017,900 Tsd. €
16786,Marco Silvestri,2017,350 Tsd. €
16787,Ferdinando Coppola,2017,50 Tsd. €
16788,Nicola Borghetto,2017,50 Tsd. €
16789,Martín Cáceres,2017,"2,50 Mio. €"
16790,Jagos Vukovic,2017,"2,00 Mio. €"
16791,Thomas Heurtaux,2017,"1,80 Mio. €"
16792,Alex Ferrari,2017,"1,50 Mio. €"
16793,Antonio Caracciolo,2017,800 Tsd. €
16794,Matteo Bianchetti,2017,800 Tsd. €
16795,Riccardo Brosco,2017,750 Tsd. €
16796,Samuel Souprayen,2017,700 Tsd. €
16797,Alejandro González,2017,300 Tsd. €
16798,Nicolò Cherubin,2017,250 Tsd. €
16799,Deian Boldor,2017,200 Tsd. €
16800,Marash Kumbulla,2017,-
16801,Gian Filippo Felicioli,2017,500 Tsd. €
16802,Michelangelo Albertazzi,2017,250 Tsd. €
16803,Enrico Bearzotti,2017,300 Tsd. €
16804,Bruno Zuculini,2017,"2,50 Mio. €"
16805,Marco Fossati,2017,"1,50 Mio. €"
16806,Andrea Danzi,2017,500 Tsd. €
16807,Daniel Bessa,2017,"4,00 Mio. €"
16808,Rômulo,2017,"3,00 Mio. €"
16809,Marcel Büchel,2017,"1,00 Mio. €"
16810,Mattia Valoti,2017,"1,00 Mio. €"
16811,Franco Zuculini,2017,600 Tsd. €
16812,Simone Calvano,2017,400 Tsd. €
16813,Simon Laner,2017,50 Tsd. €
16814,Mohamed Fares,2017,"4,50 Mio. €"
16815,Simon Stefanec,2017,250 Tsd. €
16816,Seung-woo Lee,2017,"1,00 Mio. €"
16817,Rolando Aarons,2017,700 Tsd. €
16818,Mattia Zaccagni,2017,500 Tsd. €
16819,Daniele Verde,2017,"3,50 Mio. €"
16820,Alessio Cerci,2017,"2,00 Mio. €"
16821,Ryder Matos,2017,"1,30 Mio. €"
16822,Moise Kean,2017,"12,00 Mio. €"
16823,Bruno Petkovic,2017,"1,00 Mio. €"
16824,Giampaolo Pazzini,2017,800 Tsd. €
16825,Lubomir Tupta,2017,400 Tsd. €
16826,Orestis Karnezis,2016,"4,00 Mio. €"
16827,Simone Scuffet,2016,"4,00 Mio. €"
16828,Samuele Perisan,2016,100 Tsd. €
16829,Davide Borsellini,2016,75 Tsd. €
16830,Luca Scordino,2016,-
16831,Samir Caetano,2016,"6,00 Mio. €"
16832,Thomas Heurtaux,2016,"2,70 Mio. €"
16833,Danilo,2016,"2,00 Mio. €"
16834,Gabriele Angella,2016,"1,50 Mio. €"
16835,Molla Wagué,2016,"1,50 Mio. €"
16836,Felipe,2016,800 Tsd. €
16837,Yrondu Musavu-King,2016,800 Tsd. €
16838,Igor Bubnjic,2016,700 Tsd. €
16839,Filip Vasko,2016,100 Tsd. €
16840,Alberto Parpinel,2016,75 Tsd. €
16841,Gabriel Silva,2016,"2,50 Mio. €"
16842,Ali Adnan,2016,"1,80 Mio. €"
16843,Pablo Armero,2016,"1,50 Mio. €"
16844,Silvan Widmer,2016,"9,00 Mio. €"
16845,Davide Faraoni,2016,"1,00 Mio. €"
16846,Francesco Lodi,2016,750 Tsd. €
16847,Edoardo Bovolon,2016,75 Tsd. €
16848,Seko Fofana,2016,"7,50 Mio. €"
16849,Sven Kums,2016,"5,00 Mio. €"
16850,Emmanuel Badu,2016,"5,00 Mio. €"
16851,Rodrigo de Paul,2016,"4,00 Mio. €"
16852,Andrija Balic,2016,"3,00 Mio. €"
16853,Edenilson,2016,"2,00 Mio. €"
16854,Lucas Evangelista,2016,"1,60 Mio. €"
16855,Panagiotis Kone,2016,"1,50 Mio. €"
16856,Emil Hallfredsson,2016,"1,50 Mio. €"
16857,Alassane Traoré,2016,"1,00 Mio. €"
16858,Luca Magnino,2016,150 Tsd. €
16859,Jakub Jankto,2016,"8,00 Mio. €"
16860,Panagiotis Armenakas,2016,150 Tsd. €
16861,Adalberto Peñaranda,2016,"3,00 Mio. €"
16862,Franck Djoulou,2016,75 Tsd. €
16863,Ryder Matos,2016,"2,20 Mio. €"
16864,Cyril Théréau,2016,"1,50 Mio. €"
16865,Duván Zapata,2016,"8,50 Mio. €"
16866,Stipe Perica,2016,"3,00 Mio. €"
16867,Ewandro Costa,2016,"1,00 Mio. €"
16868,Hamdi Harbaoui,2016,900 Tsd. €
16869,Mathias Ranégie,2016,400 Tsd. €
16870,Joe Hart,2016,"13,00 Mio. €"
16871,Alfred Gomis,2016,"1,80 Mio. €"
16872,Daniele Padelli,2016,"1,00 Mio. €"
16873,Salvador Ichazo,2016,600 Tsd. €
16874,Tommaso Cucchietti,2016,125 Tsd. €
16875,Domenico Coppola,2016,75 Tsd. €
16876,Alberto Reinaudo,2016,50 Tsd. €
16877,Nikola Maksimovic,2016,"10,00 Mio. €"
16878,Leandro Castán,2016,"5,50 Mio. €"
16879,Luca Rossettini,2016,"2,50 Mio. €"
16880,Arlind Ajeti,2016,"1,50 Mio. €"
16881,Emiliano Moretti,2016,500 Tsd. €
16882,Carlão,2016,500 Tsd. €
16883,Cesare Bovo,2016,300 Tsd. €
16884,Simone Auriletto,2016,150 Tsd. €
16885,Alessandro Buongiorno,2016,75 Tsd. €
16886,Alessio Benedetti,2016,50 Tsd. €
16887,Edoardo Stanghellini,2016,50 Tsd. €
16888,Antonio Barreca,2016,"4,00 Mio. €"
16889,Danilo Avelar,2016,"1,50 Mio. €"
16890,Gastón Silva,2016,"1,20 Mio. €"
16891,Cristian Molinaro,2016,300 Tsd. €
16892,Federico Giraudo,2016,100 Tsd. €
16893,Andrea Sana,2016,-
16894,Bruno Peres,2016,"11,00 Mio. €"
16895,Davide Zappacosta,2016,"8,50 Mio. €"
16896,Lorenzo De Silvestri,2016,"3,50 Mio. €"
16897,Mirko Valdifiori,2016,"3,50 Mio. €"
16898,Panagiotis Tachtsidis,2016,"2,00 Mio. €"
16899,Samuel Gustafson,2016,600 Tsd. €
16900,Giuseppe Vives,2016,300 Tsd. €
16901,Antonio D'Alena,2016,100 Tsd. €
16902,Marco Benassi,2016,"9,50 Mio. €"
16903,Daniele Baselli,2016,"7,00 Mio. €"
16904,Afriyie Acquah,2016,"2,80 Mio. €"
16905,Sasa Lukic,2016,"2,20 Mio. €"
16906,Joel Obi,2016,"1,50 Mio. €"
16907,Matteo Rossetti,2016,125 Tsd. €
16908,Martin Remacle,2016,25 Tsd. €
16909,Kader Kouakou,2016,50 Tsd. €
16910,Adem Ljajić,2016,"11,00 Mio. €"
16911,Mattia Aramu,2016,400 Tsd. €
16912,Juan Iturbe,2016,"7,00 Mio. €"
16913,Iago Falque,2016,"10,00 Mio. €"
16914,Filippo Berardi,2016,75 Tsd. €
16915,Andrea Belotti,2016,"30,00 Mio. €"
16916,Josef Martínez,2016,"3,00 Mio. €"
16917,Lucas Boyé,2016,"2,50 Mio. €"
16918,Maxi López,2016,500 Tsd. €
16919,Manuel De Luca,2016,175 Tsd. €
16920,Matteo Tobaldo,2016,125 Tsd. €
16921,Andrea Consigli,2016,"8,00 Mio. €"
16922,Gianluca Pegolo,2016,200 Tsd. €
16923,Bryan Costa,2016,125 Tsd. €
16924,Alberto Pomini,2016,100 Tsd. €
16925,Leonardo Vitali,2016,75 Tsd. €
16926,Francesco Scavo,2016,25 Tsd. €
16927,Francesco Acerbi,2016,"12,00 Mio. €"
16928,Timo Letschert,2016,"2,50 Mio. €"
16929,Lorenzo Ariaudo,2016,"1,20 Mio. €"
16930,Luca Antei,2016,"1,00 Mio. €"
16931,Emanuele Terranova,2016,800 Tsd. €
16932,Paolo Cannavaro,2016,300 Tsd. €
16933,Leonardo Fontanesi,2016,250 Tsd. €
16934,Luca Ravanelli,2016,100 Tsd. €
16935,Martin Erlic,2016,100 Tsd. €
16936,Manuel Ferrini,2016,75 Tsd. €
16937,Federico Peluso,2016,"1,00 Mio. €"
16938,Cristian Dell'Orco,2016,"1,00 Mio. €"
16939,Pol Lirola,2016,"4,00 Mio. €"
16940,Claud Adjapong,2016,"1,50 Mio. €"
16941,Marcello Gazzola,2016,400 Tsd. €
16942,Francesco Magnanelli,2016,"2,50 Mio. €"
16943,Luca Mazzitelli,2016,"2,00 Mio. €"
16944,Leonardo Sarzi Maddidini,2016,75 Tsd. €
16945,Alfred Duncan,2016,"8,50 Mio. €"
16946,Stefano Sensi,2016,"4,50 Mio. €"
16947,Simone Missiroli,2016,"4,00 Mio. €"
16948,Alberto Aquilani,2016,"1,00 Mio. €"
16949,Karim Laribi,2016,"1,00 Mio. €"
16950,Giovanni Sbrissa,2016,700 Tsd. €
16951,Davide Biondini,2016,300 Tsd. €
16952,Simone Franchini,2016,100 Tsd. €
16953,Marius Marin,2016,75 Tsd. €
16954,Giacomo Zecca,2016,200 Tsd. €
16955,Lorenzo Pellegrini,2016,"12,00 Mio. €"
16956,Nicola Sansone,2016,"16,00 Mio. €"
16957,Antonino Ragusa,2016,"2,00 Mio. €"
16958,Nicholas Pierini,2016,350 Tsd. €
16959,Domenico Berardi,2016,"25,00 Mio. €"
16960,Matteo Politano,2016,"7,50 Mio. €"
16961,Federico Ricci,2016,"3,50 Mio. €"
16962,Simone Caputo,2016,150 Tsd. €
16963,Grégoire Defrel,2016,"9,00 Mio. €"
16964,Diego Falcinelli,2016,"5,00 Mio. €"
16965,Marcello Trotta,2016,"2,50 Mio. €"
16966,Pietro Iemmello,2016,"1,50 Mio. €"
16967,Alessandro Matri,2016,900 Tsd. €
16968,Gianluca Scamacca,2016,150 Tsd. €
16969,Andrea Consigli,2017,"5,00 Mio. €"
16970,Leonardo Marson,2017,200 Tsd. €
16971,Gianluca Pegolo,2017,150 Tsd. €
16972,Giacomo Satalino,2017,125 Tsd. €
16973,Francesco Acerbi,2017,"10,00 Mio. €"
16974,Mauricio Lemos,2017,"5,50 Mio. €"
16975,Edoardo Goldaniga,2017,"3,00 Mio. €"
16976,Timo Letschert,2017,"2,50 Mio. €"
16977,Luca Antei,2017,800 Tsd. €
16978,Martin Erlic,2017,200 Tsd. €
16979,Manuel Ferrini,2017,50 Tsd. €
16980,Paolo Cannavaro,2017,-
16981,Rogério,2017,"2,00 Mio. €"
16982,Cristian Dell'Orco,2017,"1,00 Mio. €"
16983,Federico Peluso,2017,800 Tsd. €
16984,Riccardo Marchizza,2017,800 Tsd. €
16985,Pol Lirola,2017,"7,50 Mio. €"
16986,Claud Adjapong,2017,"4,00 Mio. €"
16987,Marcello Gazzola,2017,400 Tsd. €
16988,Luca Mazzitelli,2017,"1,80 Mio. €"
16989,Francesco Magnanelli,2017,800 Tsd. €
16990,Alfred Duncan,2017,"10,00 Mio. €"
16991,Stefano Sensi,2017,"3,50 Mio. €"
16992,Francesco Cassata,2017,"3,50 Mio. €"
16993,Simone Missiroli,2017,"2,20 Mio. €"
16994,Davide Frattesi,2017,"1,00 Mio. €"
16995,Davide Biondini,2017,200 Tsd. €
16996,Daniele Cipolla,2017,50 Tsd. €
16997,Antonino Ragusa,2017,"1,50 Mio. €"
16998,Nicholas Pierini,2017,400 Tsd. €
16999,Matteo Politano,2017,"22,00 Mio. €"
17000,Domenico Berardi,2017,"18,00 Mio. €"
17001,Federico Ricci,2017,"2,70 Mio. €"
17002,Giacomo Raspadori,2017,-
17003,Khouma Babacar,2017,"8,00 Mio. €"
17004,Diego Falcinelli,2017,"3,80 Mio. €"
17005,Pietro Iemmello,2017,"2,00 Mio. €"
17006,Gianluca Scamacca,2017,800 Tsd. €
17007,Alessandro Matri,2017,500 Tsd. €
17008,Alisson,2017,"60,00 Mio. €"
17009,Lukasz Skorupski,2017,"7,00 Mio. €"
17010,Bogdan Lobont,2017,100 Tsd. €
17011,Andrea Romagnoli,2017,75 Tsd. €
17012,Alessio Pagliarini,2017,-
17013,Emanuele Zamarion,2017,-
17014,Konstantinos Manolas,2017,"40,00 Mio. €"
17015,Federico Fazio,2017,"13,00 Mio. €"
17016,Juan Jesus,2017,"13,00 Mio. €"
17017,Héctor Moreno,2017,"4,00 Mio. €"
17018,Leandro Castán,2017,"2,00 Mio. €"
17019,Elio Capradossi,2017,800 Tsd. €
17020,Stefano Ciavattini,2017,150 Tsd. €
17021,Andrea Ciofi,2017,50 Tsd. €
17022,Emerson,2017,"20,00 Mio. €"
17023,Aleksandar Kolarov,2017,"12,00 Mio. €"
17024,Jonathan Silva,2017,"2,80 Mio. €"
17025,Luca Pellegrini,2017,250 Tsd. €
17026,Lorenzo Valeau,2017,200 Tsd. €
17027,Silvio Anocic,2017,125 Tsd. €
17028,Alessandro Florenzi,2017,"30,00 Mio. €"
17029,Rick Karsdorp,2017,"9,00 Mio. €"
17030,Bruno Peres,2017,"8,00 Mio. €"
17031,Abdullahi Nura,2017,400 Tsd. €
17032,Lirim Kastrati,2017,50 Tsd. €
17033,Devid Eugene Bouah,2017,-
17034,Maxime Gonalons,2017,"7,50 Mio. €"
17035,Daniele De Rossi,2017,"3,50 Mio. €"
17036,Andrea Marcucci,2017,200 Tsd. €
17037,Salvatore Pezzella,2017,-
17038,Radja Nainggolan,2017,"45,00 Mio. €"
17039,Kevin Strootman,2017,"28,00 Mio. €"
17040,Gerson,2017,"10,00 Mio. €"
17041,Dario Vittorio Meadows,2017,75 Tsd. €
17042,Lorenzo Pellegrini,2017,"28,00 Mio. €"
17043,Rezan Corlu,2017,200 Tsd. €
17044,Alessio Riccardi,2017,-
17045,Diego Perotti,2017,"20,00 Mio. €"
17046,Stephan El Shaarawy,2017,"20,00 Mio. €"
17047,Keba Coly,2017,100 Tsd. €
17048,Riccardo Cappa,2017,25 Tsd. €
17049,Cengiz Ünder,2017,"27,00 Mio. €"
17050,Mirko Antonucci,2017,500 Tsd. €
17051,Edin Dzeko,2017,"25,00 Mio. €"
17052,Patrik Schick,2017,"20,00 Mio. €"
17053,Grégoire Defrel,2017,"10,00 Mio. €"
17054,Marco Tumminello,2017,"1,00 Mio. €"
17055,Gianluigi Donnarumma,2018,"55,00 Mio. €"
17056,Alessandro Plizzari,2018,"2,50 Mio. €"
17057,Pepe Reina,2018,"1,00 Mio. €"
17058,Antonio Donnarumma,2018,500 Tsd. €
17059,Matteo Soncin,2018,-
17060,Alessio Romagnoli,2018,"50,00 Mio. €"
17061,Mattia Caldara,2018,"20,00 Mio. €"
17062,Ricardo Rodríguez,2018,"17,00 Mio. €"
17063,Mateo Musacchio,2018,"15,00 Mio. €"
17064,Gustavo Gómez,2018,"3,50 Mio. €"
17065,Cristián Zapata,2018,"2,00 Mio. €"
17066,Stefan Simic,2018,500 Tsd. €
17067,Matteo Gabbia,2018,500 Tsd. €
17068,Diego Laxalt,2018,"12,00 Mio. €"
17069,Ivan Strinic,2018,"2,50 Mio. €"
17070,Gian Filippo Felicioli,2018,400 Tsd. €
17071,Tiago Dias,2018,150 Tsd. €
17072,Andrés Llamas,2018,75 Tsd. €
17073,Davide Calabria,2018,"20,00 Mio. €"
17074,Andrea Conti,2018,"15,00 Mio. €"
17075,Ignazio Abate,2018,"2,00 Mio. €"
17076,Raoul Bellanova,2018,"1,00 Mio. €"
17077,Tiemoué Bakayoko,2018,"35,00 Mio. €"
17078,Manuel Locatelli,2018,"12,00 Mio. €"
17079,Lucas Biglia,2018,"6,00 Mio. €"
17080,Riccardo Montolivo,2018,500 Tsd. €
17081,Alexandro Cavagnera,2018,100 Tsd. €
17082,Franck Kessié,2018,"33,00 Mio. €"
17083,Giacomo Bonaventura,2018,"20,00 Mio. €"
17084,Hakan Calhanoglu,2018,"20,00 Mio. €"
17085,Andrea Bertolacci,2018,"3,00 Mio. €"
17086,José Mauri,2018,"1,00 Mio. €"
17087,Emanuele Torrasi,2018,50 Tsd. €
17088,Marco Brescianini,2018,50 Tsd. €
17089,Lucas Paquetá,2018,"35,00 Mio. €"
17090,Alen Halilovic,2018,"2,00 Mio. €"
17091,Fabio Borini,2018,"7,00 Mio. €"
17092,Suso,2018,"40,00 Mio. €"
17093,Samu Castillejo,2018,"18,00 Mio. €"
17094,Krzysztof Piatek,2018,"40,00 Mio. €"
17095,Gonzalo Higuaín,2018,"35,00 Mio. €"
17096,Patrick Cutrone,2018,"28,00 Mio. €"
17097,André Silva,2018,"22,00 Mio. €"
17098,Frank Tsadjout,2018,100 Tsd. €
17099,Ismet Sinani,2018,50 Tsd. €
17100,Emiliano Viviano,2017,"2,00 Mio. €"
17101,Vid Belec,2017,"1,70 Mio. €"
17102,Christian Puggioni,2017,300 Tsd. €
17103,Andrea Tozzo,2017,150 Tsd. €
17104,Titas Krapikas,2017,150 Tsd. €
17105,Gergely Hutvágner,2017,-
17106,Gian Marco Ferrari,2017,"10,00 Mio. €"
17107,Matías Silvestre,2017,"1,50 Mio. €"
17108,Joachim Andersen,2017,"1,50 Mio. €"
17109,Daniel Pavlovic,2017,400 Tsd. €
17110,Maxime Leverbe,2017,100 Tsd. €
17111,Ivan Strinic,2017,"4,00 Mio. €"
17112,Nicola Murru,2017,"4,00 Mio. €"
17113,Vasco Regini,2017,"1,80 Mio. €"
17114,Dodô,2017,"1,75 Mio. €"
17115,Bartosz Bereszynski,2017,"12,00 Mio. €"
17116,Michal Tomic,2017,175 Tsd. €
17117,Emanuel Ercolano,2017,-
17118,Lucas Torreira,2017,"30,00 Mio. €"
17119,Dennis Praet,2017,"25,00 Mio. €"
17120,Karol Linetty,2017,"15,00 Mio. €"
17121,Ricardo Álvarez,2017,"1,80 Mio. €"
17122,Jacopo Sala,2017,"1,50 Mio. €"
17123,Leonardo Capezzi,2017,"1,20 Mio. €"
17124,Édgar Barreto,2017,"1,00 Mio. €"
17125,David Ivan,2017,400 Tsd. €
17126,Andrea Tessiore,2017,100 Tsd. €
17127,Gastón Ramírez,2017,"10,00 Mio. €"
17128,Valerio Verre,2017,"3,00 Mio. €"
17129,Filip Djuricic,2017,"1,50 Mio. €"
17130,João Ricciulli,2017,75 Tsd. €
17131,Gianluca Caprari,2017,"7,50 Mio. €"
17132,Ognjen Stijepovic,2017,150 Tsd. €
17133,Duván Zapata,2017,"20,00 Mio. €"
17134,Patrik Schick,2017,"20,00 Mio. €"
17135,Dawid Kownacki,2017,"7,00 Mio. €"
17136,Fabio Quagliarella,2017,"2,00 Mio. €"
17137,Federico Bonazzoli,2017,"1,50 Mio. €"
17138,Ibourahima Baldé,2017,200 Tsd. €
17139,Salvatore Sirigu,2017,"6,00 Mio. €"
17140,Vanja Milinković-Savić,2017,"2,00 Mio. €"
17141,Salvador Ichazo,2017,400 Tsd. €
17142,Domenico Coppola,2017,75 Tsd. €
17143,Nicolas N'Koulou,2017,"10,00 Mio. €"
17144,Lyanco,2017,"4,00 Mio. €"
17145,Kevin Bonifazi,2017,"1,50 Mio. €"
17146,Luca Rossettini,2017,"1,40 Mio. €"
17147,Nicolás Burdisso,2017,300 Tsd. €
17148,Emiliano Moretti,2017,300 Tsd. €
17149,Erick Ferigra,2017,150 Tsd. €
17150,Alessandro Buongiorno,2017,125 Tsd. €
17151,Leonardo Rivoira,2017,50 Tsd. €
17152,Cristian Ansaldi,2017,"5,00 Mio. €"
17153,Antonio Barreca,2017,"3,50 Mio. €"
17154,Danilo Avelar,2017,"1,50 Mio. €"
17155,Cristian Molinaro,2017,300 Tsd. €
17156,Ali Samake,2017,-
17157,Davide Zappacosta,2017,"20,00 Mio. €"
17158,Lorenzo De Silvestri,2017,"4,00 Mio. €"
17159,Alessandro Fiordaliso,2017,100 Tsd. €
17160,Filippo Gilli,2017,-
17161,Tomás Rincón,2017,"8,00 Mio. €"
17162,Mirko Valdifiori,2017,"1,00 Mio. €"
17163,Samuel Gustafson,2017,800 Tsd. €
17164,Antonio D'Alena,2017,125 Tsd. €
17165,Enrico Celeghin,2017,50 Tsd. €
17166,Paolo Matera,2017,-
17167,Daniele Baselli,2017,"10,00 Mio. €"
17168,Joel Obi,2017,"5,00 Mio. €"
17169,Afriyie Acquah,2017,"2,00 Mio. €"
17170,Sasa Lukic,2017,"1,50 Mio. €"
17171,Ben Lhassine Kone,2017,-
17172,Michel Adopo,2017,-
17173,Adem Ljajić,2017,"13,00 Mio. €"
17174,Mattia Aramu,2017,400 Tsd. €
17175,Álex Berenguer,2017,"5,00 Mio. €"
17176,Vincenzo Millico,2017,-
17177,Iago Falque,2017,"13,00 Mio. €"
17178,Simone Edera,2017,"1,50 Mio. €"
17179,Vittorio Parigini,2017,"1,10 Mio. €"
17180,Andrea Belotti,2017,"38,00 Mio. €"
17181,M'Baye Niang,2017,"10,00 Mio. €"
17182,Umar Sadiq,2017,"1,80 Mio. €"
17183,Lucas Boyé,2017,"1,50 Mio. €"
17184,Maxi López,2017,500 Tsd. €
17185,Karlo Butic,2017,300 Tsd. €
17186,Manuel De Luca,2017,225 Tsd. €
17187,Alessandro Iacuaniello,2017,25 Tsd. €
17188,Flavio Bianchi,2017,-
17189,Nicola Rauti,2017,-
17190,Orestis Karnezis,2017,"3,00 Mio. €"
17191,Simone Scuffet,2017,"3,00 Mio. €"
17192,Albano Bizzarri,2017,200 Tsd. €
17193,Davide Borsellini,2017,100 Tsd. €
17194,Manuel Gasparini,2017,-
17195,Semuel Pizzignacco,2017,-
17196,Samir Caetano,2017,"5,50 Mio. €"
17197,Bram Nuytinck,2017,"2,80 Mio. €"
17198,Molla Wagué,2017,"1,50 Mio. €"
17199,Danilo,2017,"1,00 Mio. €"
17200,Gabriele Angella,2017,"1,00 Mio. €"
17201,Igor Bubnjic,2017,400 Tsd. €
17202,Pawel Bochniewicz,2017,200 Tsd. €
17203,Filip Vasko,2017,125 Tsd. €
17204,Aldo Caiazza,2017,75 Tsd. €
17205,Giuseppe Pezzella,2017,"3,00 Mio. €"
17206,Ali Adnan,2017,"1,80 Mio. €"
17207,Silvan Widmer,2017,"8,50 Mio. €"
17208,Jens Stryger Larsen,2017,"2,00 Mio. €"
17209,Francesco Zampano,2017,"1,80 Mio. €"
17210,Andrea Donadello,2017,-
17211,Valon Behrami,2017,"1,00 Mio. €"
17212,Simone Pontisso,2017,200 Tsd. €
17213,Seko Fofana,2017,"9,50 Mio. €"
17214,Rodrigo de Paul,2017,"6,00 Mio. €"
17215,Andrija Balic,2017,"3,50 Mio. €"
17216,Emil Hallfredsson,2017,600 Tsd. €
17217,Gaspar Iñíguez,2017,300 Tsd. €
17218,Mak Varesanovic,2017,200 Tsd. €
17219,Jakub Jankto,2017,"15,00 Mio. €"
17220,Antonin Barak,2017,"14,00 Mio. €"
17221,Svante Ingelsson,2017,900 Tsd. €
17222,Alexis Zapata,2017,700 Tsd. €
17223,Nicolás Garmendia,2017,75 Tsd. €
17224,Luis Ndreu,2017,25 Tsd. €
17225,Franck Djoulou,2017,75 Tsd. €
17226,Aly Malle,2017,400 Tsd. €
17227,Nabil Jaadi,2017,100 Tsd. €
17228,Ryder Matos,2017,"1,30 Mio. €"
17229,Cyril Théréau,2017,"1,00 Mio. €"
17230,Kevin Lasagna,2017,"7,50 Mio. €"
17231,Riad Bajic,2017,"4,00 Mio. €"
17232,Stipe Perica,2017,"2,40 Mio. €"
17233,Rodrigo Aguirre,2017,"1,75 Mio. €"
17234,Ewandro Costa,2017,"1,00 Mio. €"
17235,Maxi López,2017,500 Tsd. €
17236,Alex Meret,2017,"12,00 Mio. €"
17237,Alfred Gomis,2017,"3,00 Mio. €"
17238,Gabriele Marchegiani,2017,200 Tsd. €
17239,Giacomo Poluzzi,2017,100 Tsd. €
17240,Luca Seri,2017,50 Tsd. €
17241,Francesco Vicari,2017,"2,00 Mio. €"
17242,Bartosz Salamon,2017,"1,40 Mio. €"
17243,Lorenco Simic,2017,"1,20 Mio. €"
17244,Marios Oikonomou,2017,"1,00 Mio. €"
17245,Thiago Cionek,2017,800 Tsd. €
17246,Felipe,2017,500 Tsd. €
17247,Michele Cremonesi,2017,400 Tsd. €
17248,Sauli Väisänen,2017,400 Tsd. €
17249,Daniele Gasparetto,2017,300 Tsd. €
17250,Fabio Della Giovanna,2017,200 Tsd. €
17251,Lorenzo Polvani,2017,150 Tsd. €
17252,Giacomo Boccafoglia,2017,100 Tsd. €
17253,Renato Vischi,2017,-
17254,Filippo Costa,2017,"1,00 Mio. €"
17255,Boukary Dramé,2017,400 Tsd. €
17256,Pa Konate,2017,300 Tsd. €
17257,Manuel Lazzari,2017,"6,00 Mio. €"
17258,Federico Mattiello,2017,"2,50 Mio. €"
17259,Alberto Grassi,2017,"7,00 Mio. €"
17260,Federico Viviani,2017,"3,50 Mio. €"
17261,Everton Luiz,2017,"2,00 Mio. €"
17262,Pasquale Schiattarella,2017,"1,20 Mio. €"
17263,Salvatore Esposito,2017,-
17264,Jasmin Kurtic,2017,"5,00 Mio. €"
17265,Luca Rizzo,2017,"2,00 Mio. €"
17266,Luca Mora,2017,700 Tsd. €
17267,Mattia Vitale,2017,500 Tsd. €
17268,Eros Schiavon,2017,100 Tsd. €
17269,Alessandro Bellemo,2017,100 Tsd. €
17270,Francesco Pio Russo,2017,75 Tsd. €
17271,Alberto Paloschi,2017,"3,50 Mio. €"
17272,Mirco Antenucci,2017,"1,50 Mio. €"
17273,Federico Bonazzoli,2017,"1,50 Mio. €"
17274,Marco Borriello,2017,400 Tsd. €
17275,Sergio Floccari,2017,300 Tsd. €
17276,Leonardo Ubaldi,2017,100 Tsd. €
17277,Gabriel Barbosa,2017,75 Tsd. €
17278,Ionut Radu,2018,"15,00 Mio. €"
17279,Samir Handanovic,2018,"6,00 Mio. €"
17280,Raffaele Di Gennaro,2018,900 Tsd. €
17281,Daniele Padelli,2018,800 Tsd. €
17282,Michele Di Gregorio,2018,450 Tsd. €
17283,Marco Pissardo,2018,200 Tsd. €
17284,Tommaso Berni,2018,100 Tsd. €
17285,Milan Skriniar,2018,"60,00 Mio. €"
17286,Stefan de Vrij,2018,"50,00 Mio. €"
17287,Alessandro Bastoni,2018,"15,00 Mio. €"
17288,Danilo D'Ambrosio,2018,"13,00 Mio. €"
17289,Zinho Vanheusden,2018,"10,00 Mio. €"
17290,Andreaw Gravillon,2018,"5,00 Mio. €"
17291,Miranda,2018,"3,50 Mio. €"
17292,Andrea Ranocchia,2018,"3,00 Mio. €"
17293,Manuel Lombardoni,2018,225 Tsd. €
17294,Ryan Nolan,2018,150 Tsd. €
17295,Dalbert,2018,"10,00 Mio. €"
17296,Cristian Ansaldi,2018,"5,00 Mio. €"
17297,Federico Dimarco,2018,"5,00 Mio. €"
17298,Marco Sala,2018,300 Tsd. €
17299,Andrea Cagnano,2018,125 Tsd. €
17300,Sime Vrsaljko,2018,"20,00 Mio. €"
17301,Cédric Soares,2018,"12,00 Mio. €"
17302,Gabriele Zappa,2018,500 Tsd. €
17303,Alessandro Mattioli,2018,150 Tsd. €
17304,Andrea Bandini,2018,100 Tsd. €
17305,Marcelo Brozovic,2018,"50,00 Mio. €"
17306,Radja Nainggolan,2018,"28,00 Mio. €"
17307,Matías Vecino,2018,"23,00 Mio. €"
17308,João Mário,2018,"18,00 Mio. €"
17309,Roberto Gagliardini,2018,"15,00 Mio. €"
17310,Borja Valero,2018,"2,50 Mio. €"
17311,Lorenzo Gavioli,2018,300 Tsd. €
17312,Thomas Schirò,2018,150 Tsd. €
